Session,Class,Course Title,Instructor,Date,Start Time,End Time,Building & Room,Campus
Spring 2025,QANT 510 M02,Prod Op Mgmt,Madan,05/13/2025,3:00:00 PM,5:00:00 PM,Zoom,New York City
Spring 2025,QANT 620 M01,Decision Models,Maharaj,05/15/2025,5:45:00 PM,7:05:00 PM,"26 W. 61st St., Rm. 504",New York City
Spring 2025,QANT 620 M02,Decision Models,Iqbal,05/12/2025,8:30:00 PM,9:50:00 PM,Zoom,New York City
Spring 2025,QANT 620 M03,Decision Models,Maharaj,05/12/2025,8:30:00 PM,9:50:00 PM,Zoom,New York City
Spring 2025,QANT 620 W02,Decision Models,Iqbal,05/12/2025,8:30:00 PM,9:50:00 PM,Zoom,Long Island
Spring 2025,QANT 630 M01,Operations & Supply Chain Mgmt,Charbaji,05/13/2025,5:45:00 PM,8:24:00 PM,"26 W. 61st St., Rm. 504",New York City
Spring 2025,QANT 630 M02,Operations & Supply Chain Mgmt,Zhang,05/12/2025,5:45:00 PM,8:24:00 PM,Zoom,New York City
Spring 2025,QANT 630 M03,Operations & Supply Chain Mgmt,Zhang,05/14/2025,5:45:00 PM,8:24:00 PM,Zoom,New York City
Spring 2025,QANT 630 W01,Operations & Supply Chain Mgmt,Zhang,05/12/2025,5:45:00 PM,8:24:00 PM,Zoom,Long Island
Spring 2025,QANT 710 M01,Value Chain Risk Management,Sachdev,05/15/2025,12:45:00 PM,2:45:00 PM,Zoom,New York City
Spring 2025,QANT 750 M01,Simulation Modeling,Sheikh,05/12/2025,5:45:00 PM,8:24:00 PM,Zoom,New York City
Spring 2025,QANT 760 M01,Operations Mgt Applications,Tibrewala,05/16/2025,5:45:00 PM,8:24:00 PM,Zoom,New York City
Spring 2025,SBES 310 W01,Small Business Management,Goldsmith,05/16/2025,3:00:00 PM,5:00:00 PM,Zoom,Long Island
Spring 2025,SOCI 101 W01,Introduction to Sociology,Restivo,05/15/2025,8:15:00 AM,10:15:00 AM,"Anna Rubin Hall, Rm. 301",Long Island
Spring 2025,SOCI 101 W02,Introduction to Sociology,Jones,05/15/2025,8:15:00 AM,10:15:00 AM,"Anna Rubin Hall, Rm. 314",Long Island
Spring 2025,SOCI 278 W01,Criminology,Restivo,05/15/2025,10:30:00 AM,12:30:00 PM,"Harry J. Schure Hall, Rm. 216A",Long Island
Spring 2025,WRIT 110 M01,Bas Wrt/Rdg Intl,Schiavi,05/13/2025,10:30:00 AM,1:30:00 PM,"16 W. 61st St., Rm. 722",New York City
