Session,Class,Course Title,Instructor,Date,Start Time,End Time,Building & Room,Campus
Spring 2025,MATH 450 W01,Partial Differential Equations,Wen,05/13/2025,10:30:00 AM,2:30:00 PM,"Anna Rubin Hall, Rm. 301",Long Island
Spring 2025,MENG 105 W01,Engineering Graphics,Fanning,05/13/2025,5:45:00 PM,8:24:00 PM,"Harry J. Schure Hall, Rm. 211",Long Island
Spring 2025,MENG 105 W04,Engineering Graphics,Berri,05/14/2025,5:45:00 PM,8:24:00 PM,"Harry J. Schure Hall, Rm. B15",Long Island
Spring 2025,MENG 201 W01,Engineering Programming,Liu,05/14/2025,10:30:00 AM,12:30:00 PM,"Harry J. Schure Hall, Rm. 211",Long Island
Spring 2025,MENG 211 M01,Eng Mechanics I (Statics),Kim,05/16/2025,10:30:00 AM,12:30:00 PM,"Guiliano Global Ctr., Rm. 702",New York City
Spring 2025,MENG 211 W01,Eng Mechanics I (Statics),Seidel,05/14/2025,3:00:00 PM,5:00:00 PM,"Anna Rubin Hall, Rm. 312",Long Island
Spring 2025,MENG 212 W01,Eng Mechanics II (Dynamics),Zeng,05/15/2025,12:45:00 PM,2:45:00 PM,"Anna Rubin Hall, Rm. 309",Long Island
Spring 2025,MENG 221 W01,Strength of Materials,Seidel,05/15/2025,8:15:00 AM,10:15:00 AM,"Harry J. Schure Hall, Rm. B15",Long Island
Spring 2025,MENG 240 W01,Thermodynamics,Scire,05/12/2025,12:45:00 PM,2:45:00 PM,"Anna Rubin Hall, Rm. 312",Long Island
Spring 2025,MENG 270 W01,Instr/Measuremnt,Han,05/14/2025,10:30:00 AM,12:30:00 PM,"Harry J. Schure Hall, Rm. B15",Long Island
Spring 2025,MENG 310 W01,Intro to Materials Science,Ustuner,05/15/2025,5:45:00 PM,8:24:00 PM,"Anna Rubin Hall, Rm. 307",Long Island
Spring 2025,MENG 321 W01,Intro to Computer Aided Design,Liu,05/16/2025,10:30:00 AM,12:30:00 PM,"Harry J. Schure Hall, Rm. B15",Long Island
Spring 2025,MENG 324 W01,Vibrations and System Dynamics,Li,05/15/2025,12:45:00 PM,2:45:00 PM,"Anna Rubin Hall, Rm. 303",Long Island
Spring 2025,MENG 340 W01,Fluid Mechanics,Ioppolo,05/14/2025,3:00:00 PM,5:00:00 PM,"Harry J. Schure Hall, Rm. 125",Long Island
Spring 2025,MENG 343 W01,Thermofluids Laboratory,Fanning,05/16/2025,10:30:00 AM,12:30:00 PM,"Harry J. Schure Hall, Rm. B20",Long Island
Spring 2025,MENG 349 W04,Heat Transfer,Boldini,05/14/2025,10:30:00 AM,12:30:00 PM,"Anna Rubin Hall, Rm. 312",Long Island
Spring 2025,MENG 370 W01,Machine Design,Lee,05/14/2025,8:15:00 AM,10:15:00 AM,"Anna Rubin Hall, Rm. 312",Long Island
Spring 2025,MENG 420 W01,Modern Manufacturing,Yu,05/12/2025,12:45:00 PM,2:45:00 PM,"Harry J. Schure Hall, Rm. 227",Long Island
Spring 2025,MENG 430 W01,Intro to Finite Element Analys,Zeng,05/13/2025,5:45:00 PM,8:24:00 PM,"Anna Rubin Hall, Rm. 306",Long Island
Spring 2025,MENG 438 W01,Engineering Analysis,Han,05/15/2025,5:45:00 PM,8:24:00 PM,"Anna Rubin Hall, Rm. 305",Long Island
Spring 2025,MENG 443 W01,Energy Systems,Scire,05/15/2025,12:45:00 PM,2:45:00 PM,"Harry J. Schure Hall, Rm. 228",Long Island
Spring 2025,MENG 446 W01,Heat Vent & A/C,Gu,05/14/2025,5:45:00 PM,8:24:00 PM,"Anna Rubin Hall, Rm. 309",Long Island
Spring 2025,MENG 470 W04,Senior Mech Engineering Design,Ioppolo,05/13/2025,8:15:00 AM,10:15:00 AM,"Harry J. Schure Hall, Rm. 203",Long Island
Spring 2025,MENG 602 W01,Computational Methods,Han,05/15/2025,5:45:00 PM,8:24:00 PM,"Anna Rubin Hall, Rm. 305",Long Island
Spring 2025,MENG 604 W01,Fluid Dynamics,Ioppolo,05/15/2025,5:45:00 PM,8:24:00 PM,"Anna Rubin Hall, Rm. 306",Long Island
Spring 2025,MENG 613 W01,Total Energy Sys and Design,Gu,05/14/2025,5:45:00 PM,8:24:00 PM,"Anna Rubin Hall, Rm. 309",Long Island
Spring 2025,MENG 620 W01,High Speed Flows & Shock Waves,Ioppolo,05/12/2025,3:00:00 PM,5:00:00 PM,"Anna Rubin Hall, Rm. 309",Long Island
Spring 2025,MENG 622 W01,Biomechanics,Liu,05/12/2025,5:45:00 PM,8:24:00 PM,"Anna Rubin Hall, Rm. 305",Long Island
Spring 2025,MENG 624 W04,Advanced Propulsion,Boldini,05/12/2025,5:45:00 PM,8:24:00 PM,"Anna Rubin Hall, Rm. 307",Long Island
Spring 2025,MENG 634 W01,Finite Element Analysis,Zeng,05/13/2025,5:45:00 PM,8:24:00 PM,"Anna Rubin Hall, Rm. 306",Long Island
Spring 2025,MENG 660 W01,MS Mech Engineering Research,Han,05/16/2025,3:00:00 PM,5:00:00 PM,"Anna Rubin Hall, Rm. 305",Long Island
Spring 2025,MENG 661 W01,Mechanical Engineering Thesis,Han,05/16/2025,5:45:00 PM,8:24:00 PM,"Anna Rubin Hall, Rm. 305",Long Island
Spring 2025,MENG 662 W01,Special Topics in M/E,,05/13/2025,8:15:00 AM,10:15:00 AM,"Harry J. Schure Hall, Rm. 220",Long Island
Spring 2025,MGMT 102 M01,Principles of Management,Jiang,05/15/2025,10:30:00 AM,12:30:00 PM,"16 W. 61st St., Rm. 820",New York City
Spring 2025,MGMT 102 M02,Principles of Management,Jiang,05/15/2025,12:45:00 PM,2:45:00 PM,"26 W. 61st St., Rm. 401",New York City
Spring 2025,MGMT 102 W01,Principles of Management,Bienstock,05/14/2025,3:00:00 PM,5:00:00 PM,"Anna Rubin Hall, Rm. 303",Long Island
Spring 2025,MGMT 235 M01,International Business,Jiang,05/13/2025,3:00:00 PM,5:00:00 PM,"26 W. 61st St., Rm. 408",New York City
Spring 2025,MGMT 311 M01,Knowledge Management,O'Sullivan,05/13/2025,5:45:00 PM,8:24:00 PM,Zoom,New York City
Spring 2025,MGMT 311 W01,Knowledge Management,O'Sullivan,05/13/2025,5:45:00 PM,8:24:00 PM,Zoom,Long Island
Spring 2025,MGMT 480 M01,Project & Program Management,Laperla,05/13/2025,3:00:00 PM,5:00:00 PM,Zoom,New York City
Spring 2025,MGMT 480 W01,Project & Program Management,Laperla,05/13/2025,3:00:00 PM,5:00:00 PM,Zoom,Long Island
Spring 2025,MGMT 605 M01,Org Devpt & Behvrl,Ninehan,05/13/2025,5:45:00 PM,8:24:00 PM,"26 W. 61st St., Rm. 313",New York City
Spring 2025,MGMT 605 M02,Org Devpt & Behvrl,Nowak,05/15/2025,12:45:00 PM,2:45:00 PM,"26 W. 61st St., Rm. 314",New York City
Spring 2025,MGMT 605 M03,Org Devpt & Behvrl,Kroumova,05/14/2025,3:00:00 PM,5:00:00 PM,"26 W. 61st St., Rm. 502",New York City
Spring 2025,MGMT 605 W01,Org Devpt & Behvrl,Kroumova,05/15/2025,5:45:00 PM,8:24:00 PM,"Harry J. Schure Hall, Rm. 102",Long Island
Spring 2025,MGMT 650 M01,Strategic Leadership Capstone,Ozelli,05/17/2025,1:30:00 PM,6:15:00 PM,Zoom,New York City
Spring 2025,MGMT 650 M02,Strategic Leadership Capstone,Nowak,05/14/2025,5:45:00 PM,8:24:00 PM,"26 W. 61st St., Rm. 408",New York City
Spring 2025,MGMT 650 W01,Strategic Leadership Capstone,Ozelli,05/17/2025,1:30:00 PM,6:15:00 PM,Zoom,Long Island
Spring 2025,MGMT 755 M01,Security Risk Analysis,Kaur,05/12/2025,5:45:00 PM,8:24:00 PM,Zoom,New York City
Spring 2025,MHCO 601 M01,Human Development,Crandall,05/13/2025,5:00:00 PM,7:30:00 PM,Zoom,New York City
Spring 2025,MHCO 601 W01,Human Development,Crandall,05/14/2025,5:00:00 PM,7:30:00 PM,Zoom,Long Island
Spring 2025,MHCO 705 M01,Career Couns&Dev,Henderson,05/14/2025,5:00:00 PM,7:30:00 PM,"26 W. 61st St., Rm. 401",New York City
Spring 2025,MHCO 705 W01,Career Couns&Dev,Henderson,05/13/2025,5:00:00 PM,7:30:00 PM,"Harry J. Schure Hall, Rm. 236",Long Island
Spring 2025,MHCO 870 M01,Field Practicum,Kim,05/12/2025,5:00:00 PM,7:30:00 PM,Zoom,New York City
Spring 2025,MHCO 870 M02,Field Practicum,Kilgannon,05/15/2025,5:00:00 PM,7:30:00 PM,Zoom,New York City
Spring 2025,MHCO 870 W01,Field Practicum,Kim,05/15/2025,5:00:00 PM,7:30:00 PM,Zoom,Long Island
Spring 2025,MHCO 891 M01,Internship II,Hazel,05/12/2025,5:00:00 PM,7:30:00 PM,Zoom,New York City
Spring 2025,MHCO 891 W01,Internship II,Hazel,05/12/2025,7:30:00 PM,10:00:00 PM,Zoom,Long Island
Spring 2025,MIST 216 M01,Information Systems,Chen,05/12/2025,3:00:00 PM,5:00:00 PM,"Guiliano Global Ctr., Rm. 606",New York City
Spring 2025,MIST 501 M02,Management Information Systems,Feuer,05/15/2025,12:45:00 PM,2:45:00 PM,Zoom,New York City
Spring 2025,MIST 501 M03,Management Information Systems,Kogler,05/13/2025,3:00:00 PM,5:00:00 PM,Zoom,New York City
Spring 2025,MIST 610 M01,ERP Systems,Rafique,05/13/2025,8:30:00 PM,9:50:00 PM,Zoom,New York City
Spring 2025,MIST 610 M02,ERP Systems,Rafique,05/15/2025,7:10:00 PM,8:30:00 PM,"26 W. 61st St., Rm. 504",New York City
Spring 2025,MIST 610 M03,ERP Systems,Zeng,05/16/2025,3:00:00 PM,5:00:00 PM,Zoom,New York City
Spring 2025,MIST 610 W01,ERP Systems,Rafique,05/13/2025,8:30:00 PM,9:50:00 PM,Zoom,Long Island
Spring 2025,MIST 725 M01,Database Systems,Zeng,05/16/2025,5:45:00 PM,8:24:00 PM,Zoom,New York City
Spring 2025,MIST 725 M02,Database Systems,Zeng,05/13/2025,5:45:00 PM,8:24:00 PM,"Guiliano Global Ctr., Rm. 319",New York City
Spring 2025,MIST 725 W01,Database Systems,Zeng,05/16/2025,5:45:00 PM,8:24:00 PM,Zoom,Long Island
Spring 2025,MRKT 102 M01,Introduction to Marketing,Sotiropoulos,05/14/2025,10:30:00 AM,12:30:00 PM,"Guiliano Global Ctr., Rm. 702",New York City
Spring 2025,MRKT 102 W01,Introduction to Marketing,Casale,05/13/2025,8:15:00 AM,10:15:00 AM,"Harry J. Schure Hall, Rm. 235",Long Island
Spring 2025,MRKT 302 M01,Marketing Research,Sotiropoulos,05/15/2025,12:45:00 PM,2:45:00 PM,Zoom,New York City
Spring 2025,MRKT 302 W01,Marketing Research,Sotiropoulos,05/15/2025,12:45:00 PM,2:45:00 PM,Zoom,Long Island
Spring 2025,MRKT 422 M01,Marketing of New Products,Seaman,05/15/2025,10:30:00 AM,12:30:00 PM,Zoom,New York City
Spring 2025,MRKT 422 W01,Marketing of New Products,Seaman,05/15/2025,10:30:00 AM,12:30:00 PM,Zoom,Long Island
Spring 2025,MRKT 620 M01,Strategic Marketing & Branding,Sotiropoulos,05/14/2025,3:00:00 PM,5:00:00 PM,"26 W. 61st St., Rm. 313",New York City
Spring 2025,MRKT 620 M02,Strategic Marketing & Branding,Sotiropoulos,05/12/2025,5:45:00 PM,8:24:00 PM,"Guiliano Global Ctr., Rm. 706",New York City
Spring 2025,MRKT 620 M03,Strategic Marketing & Branding,Kirk,05/15/2025,12:45:00 PM,2:45:00 PM,"26 W. 61st St., Rm. 314",New York City
Spring 2025,MRKT 620 M04,Strategic Marketing & Branding,Treister,05/14/2025,5:45:00 PM,8:24:00 PM,"26 W. 61st St., Rm. 314",New York City
Spring 2025,MRKT 710 M01,International Marketing,Broedje,05/14/2025,3:00:00 PM,5:00:00 PM,"26 W. 61st St., Rm. 409",New York City
Spring 2025,MRKT 745 M01,Digital Marketing Strategy,Zaboli,05/13/2025,5:45:00 PM,8:24:00 PM,"26 W. 61st St., Rm. 207",New York City
Spring 2025,MRKT 745 M02,Digital Marketing Strategy,Zaboli,05/15/2025,5:45:00 PM,8:24:00 PM,"26 W. 61st St., Rm. 207",New York City
Spring 2025,MRKT 745 W01,Digital Marketing Strategy,Schwartz,05/14/2025,5:45:00 PM,8:24:00 PM,Zoom,Long Island
Spring 2025,MRKT 750 M01,Marketing Research Insights,Kirk,05/14/2025,5:45:00 PM,8:24:00 PM,"26 W. 61st St., Rm. 313",New York City
Spring 2025,NURS 101 W02,Introduction to Nursing,Varghese,05/12/2025,8:15:00 AM,10:15:00 AM,"Harry J. Schure Hall, Rm. 227",Long Island
Spring 2025,NURS 305 W01,Health Assessment With Lab,McGibbon,05/13/2025,3:00:00 PM,5:00:00 PM,"Ferentinos Health Sci, Rm. 104",Long Island
Spring 2025,NURS 311 W01,Nursing Foundations,Sparacino,05/14/2025,12:45:00 PM,2:45:00 PM,"Ferentinos Health Sci, Rm. 104",Long Island
Spring 2025,NURS 316 W01,Pharmacology for Nurses,Darcy,05/14/2025,8:15:00 AM,10:15:00 AM,"Ferentinos Health Sci, Rm. 104",Long Island
Spring 2025,NURS 360 W01,Trans Nursing II,Treister,05/13/2025,8:15:00 AM,10:15:00 AM,"Ferentinos Health Sci, Rm. 104",Long Island
Spring 2025,NURS 410 W01,Trans Nursing III,Cuomo,05/15/2025,12:45:00 PM,2:45:00 PM,"Ferentinos Health Sci, Rm. 104",Long Island
Spring 2025,NURS 430 W01,Nursing Research,Darcy,05/15/2025,12:45:00 PM,2:45:00 PM,"Ferentinos Health Sci, Rm. 104",Long Island
Spring 2025,NURS 455 W01,Comm & Mental Health Nursing,Schneider,05/15/2025,8:15:00 AM,10:15:00 AM,"Ferentinos Health Sci, Rm. 104",Long Island
Spring 2025,NURS 471 W01,Transcultural Nursing V,McGibbon,05/14/2025,8:15:00 AM,10:15:00 AM,"Ferentinos Health Sci, Rm. 104",Long Island
Spring 2025,NURS 472 W01,Leadership in Nursing,Varghese,05/12/2025,5:00:00 PM,7:00:00 PM,"Ferentinos Health Sci, Rm. 104",Long Island
Spring 2025,NURS 480 W01,Nursing Capstone,Treister,05/12/2025,12:45:00 PM,2:45:00 PM,"Ferentinos Health Sci, Rm. 104",Long Island
Spring 2025,OCTH 612 W01,Conditions in Pediatrics,Lopez,05/12/2025,8:15:00 AM,10:15:00 AM,"Ferentinos Health Sci, Rm. 110",Long Island
Spring 2025,OCTH 613 W01,Neuroscience,Gallagher,05/13/2025,8:15:00 AM,10:15:00 AM,"Ferentinos Health Sci, Rm. 112",Long Island
Spring 2025,OCTH 614 W01,Physical Conditions,Squillace,05/15/2025,8:15:00 AM,10:15:00 AM,"Ferentinos Health Sci, Rm. 110",Long Island
Spring 2025,OCTH 617 W01,Occupation & Task Analysis,Lavin,05/14/2025,8:15:00 AM,10:15:00 AM,"Ferentinos Health Sci, Rm. 112",Long Island
Spring 2025,OCTH 619 W01,Context Occup & Task Analysis,Lavin,05/14/2025,12:45:00 PM,2:45:00 PM,"Ferentinos Health Sci, Rm. 112",Long Island
Spring 2025,OCTH 641 W01,OT Research Design II,Finn,05/15/2025,12:45:00 PM,2:45:00 PM,"Harry J. Schure Hall, Rm. 105",Long Island
Spring 2025,OCTH 645 W01,Research I: Research in OT,Elenko,05/14/2025,10:30:00 AM,12:30:00 PM,"Midge Karr, Rm. B11",Long Island
Spring 2025,OCTH 650 W01,Prof Development Seminar 3,Lavin,05/15/2025,12:45:00 PM,2:45:00 PM,"Harry J. Schure Hall, Rm. 102",Long Island
Spring 2025,OCTH 735 W01,Health Promotion,Riebl,05/12/2025,3:00:00 PM,5:00:00 PM,"Ferentinos Health Sci, Rm. 112",Long Island
Spring 2025,OCTH 744 W01,Hand and Upper Extremity Rehab,Karp,05/15/2025,12:45:00 PM,2:45:00 PM,"Ferentinos Health Sci, Rm. 110",Long Island
Spring 2025,OCTH 750 W01,Interventions in Physical Dis.,Finn,05/14/2025,8:15:00 AM,10:15:00 AM,"Ferentinos Health Sci, Rm. 112",Long Island
Spring 2025,OCTH 777 W01,Intervention in Pediatrics,Squillace,05/12/2025,8:15:00 AM,10:15:00 AM,"Ferentinos Health Sci, Rm. 110",Long Island
Spring 2025,OCTH 780 W01,Innovative Assistive Technolgy,Lopez,05/15/2025,12:45:00 PM,2:45:00 PM,"Ferentinos Health Sci, Rm. 110",Long Island
Spring 2025,OCTH 781 W01,Interprof Educ & Collaboration,Lopez,05/14/2025,3:00:00 PM,5:00:00 PM,"Ferentinos Health Sci, Rm. 112",Long Island
Spring 2025,OCTH 782 W01,Doctoral Capstone Proj & Sem,Lavin,05/15/2025,8:15:00 AM,10:15:00 AM,"Ferentinos Health Sci, Rm. 112",Long Island
Spring 2025,OCTH 799 W01,Interventions in Psychosocial,Karen,05/14/2025,12:45:00 PM,2:45:00 PM,"Ferentinos Health Sci, Rm. 110",Long Island
Spring 2025,PHAS 611 W01,Clinical Medicine II,Wolf,05/15/2025,8:15:00 AM,10:15:00 AM,"Harry J. Schure Hall, Rm. 130",Long Island
Spring 2025,PHAS 614 W01,Orthopedics & Rheumatology,Breen,05/14/2025,3:00:00 PM,5:00:00 PM,"Ferentinos Health Sci, Rm. 227",Long Island
Spring 2025,PHAS 617 W01,Pediatrics,Moscato,05/15/2025,12:45:00 PM,2:45:00 PM,"Harry J. Schure Hall, Rm. 130",Long Island
Spring 2025,PHAS 620 W01,Pharmacology I,Longo,05/13/2025,3:00:00 PM,5:00:00 PM,"Ferentinos Health Sci, Rm. 227",Long Island
Spring 2025,PHAS 622 W01,Clinical Skills I,Steller,05/15/2025,12:45:00 PM,2:45:00 PM,"Ferentinos Health Sci, Rm. 227",Long Island
Spring 2025,PHAS 622 W02,Clinical Skills I,Ahmed,05/15/2025,12:45:00 PM,2:45:00 PM,"Ferentinos Health Sci, Rm. 227",Long Island
Spring 2025,PHAS 622 W03,Clinical Skills I,Carullo,05/15/2025,12:45:00 PM,2:45:00 PM,"Ferentinos Health Sci, Rm. 227",Long Island
Spring 2025,PHAS 622 W04,Clinical Skills I,Garcia,05/15/2025,12:45:00 PM,2:45:00 PM,"Ferentinos Health Sci, Rm. 223",Long Island
Spring 2025,PHAS 622 W05,Clinical Skills I,Montecalvo,05/15/2025,12:45:00 PM,2:45:00 PM,"Ferentinos Health Sci, Rm. 223",Long Island
Spring 2025,PHAS 622 W06,Clinical Skills I,Wolf,05/15/2025,12:45:00 PM,2:45:00 PM,"Ferentinos Health Sci, Rm. 223",Long Island
Spring 2025,PHAS 627 W01,Clinical Skills III,PA Dept,05/13/2025,9:00:00 AM,10:00:00 AM,"Anna Rubin Hall, Rm. 305",Long Island
Spring 2025,PHAS 627 W01,Clinical Skills III,PA Dept,05/13/2025,9:00:00 AM,10:00:00 AM,"Anna Rubin Hall, Rm. 309",Long Island
Spring 2025,PHAS 630 W01,Clinical Laboratory Medicine,Cotgreave,05/14/2025,8:15:00 AM,10:15:00 AM,"Harry J. Schure Hall, Rm. 130",Long Island
Spring 2025,PHAS 655 W01,Epidemiology,Prazak,05/14/2025,10:30:00 AM,12:30:00 PM,"Ferentinos Health Sci, Rm. 223",Long Island
Spring 2025,PHAS 665 W01,Emergency Medicine,Leibowitz,05/16/2025,12:45:00 PM,2:45:00 PM,"Harry J. Schure Hall, Rm. 130",Long Island
Spring 2025,PHAS 670 W01,Family Practice,Garcia,05/14/2025,10:30:00 AM,12:30:00 PM,"Ferentinos Health Sci, Rm. 227",Long Island
Spring 2025,PHAS 675 W01,Med Informatics & Diag Imaging,Armand,05/15/2025,10:30:00 AM,12:30:00 PM,"Ferentinos Health Sci, Rm. 227",Long Island
Spring 2025,PHAS 695 W01,Women's Health,Salzer,05/13/2025,8:15:00 AM,10:15:00 AM,"Ferentinos Health Sci, Rm. 227",Long Island
Spring 2025,PHAS 754 W11,Comp Assess Clinical Practice,Estanislau,05/14/2025,8:15:00 AM,10:15:00 AM,"Ferentinos Health Sci, Rm. 227",Long Island
Spring 2025,PHAS 754 W12,Comp Assess Clinical Practice,Ahmed,05/14/2025,8:15:00 AM,10:15:00 AM,"Ferentinos Health Sci, Rm. 227",Long Island
Spring 2025,PHAS 754 W13,Comp Assess Clinical Practice,Armand,05/14/2025,8:15:00 AM,10:15:00 AM,"Ferentinos Health Sci, Rm. 227",Long Island
Spring 2025,PHAS 754 W14,Comp Assess Clinical Practice,Kuriakose,05/14/2025,8:15:00 AM,10:15:00 AM,"Ferentinos Health Sci, Rm. 227",Long Island
Spring 2025,PHAS 754 W15,Comp Assess Clinical Practice,Winter,05/12/2025,12:45:00 PM,2:45:00 PM,"Ferentinos Health Sci, Rm. 223",Long Island
Spring 2025,PHAS 754 W16,Comp Assess Clinical Practice,Milan-Leal,05/12/2025,12:45:00 PM,2:45:00 PM,"Ferentinos Health Sci, Rm. 223",Long Island
Spring 2025,PHYS 115 M01,Humanity/Phys Un,Lee,05/14/2025,3:00:00 PM,5:00:00 PM,"26 W. 61st St., Rm. 312",New York City
Spring 2025,PHYS 115 W01,Humanity/Phys Un,Bastami,05/15/2025,12:45:00 PM,2:45:00 PM,"Anna Rubin Hall, Rm. 305",Long Island
Spring 2025,PHYS 150 M01,Introductory Physics II,Sameshima,05/14/2025,3:00:00 PM,5:00:00 PM,"26 W. 61st St., Rm. 408",New York City
Spring 2025,PHYS 150 W01,Introductory Physics II,Chen,05/16/2025,10:30:00 AM,12:30:00 PM,"Anna Rubin Hall, Rm. 306",Long Island
Spring 2025,PHYS 160 W01,Physics for Life Sciences II,Bastami,05/13/2025,3:00:00 PM,5:00:00 PM,"Anna Rubin Hall, Rm. 305",Long Island
Spring 2025,PHYS 161 W01,Physics II Laboratory,Zhou,05/13/2025,5:45:00 PM,7:35:00 PM,"Anna Rubin Hall, Rm. 302",Long Island
Spring 2025,PHYS 170 M01,General Physics I,Patwardhan,05/14/2025,8:15:00 AM,10:15:00 AM,"Guiliano Global Ctr., Rm. 401",New York City
Spring 2025,PHYS 170 M02,General Physics I,Ul-Haque,05/15/2025,5:45:00 PM,7:25:00 PM,"16 W. 61st St., Rm. 820",New York City
Spring 2025,PHYS 170 W02,General Physics I,Chu,05/14/2025,6:00:00 PM,7:50:00 PM,"Anna Rubin Hall, Rm. 301",Long Island
Spring 2025,PHYS 180 M01,General Physics II,Patwardhan,05/14/2025,10:30:00 AM,12:30:00 PM,"16 W. 61st St., Rm. 822",New York City
Spring 2025,PHYS 180 M02,General Physics II,Patwardhan,05/14/2025,5:45:00 PM,7:25:00 PM,"16 W. 61st St., Rm. 820",New York City
Spring 2025,PHYS 180 W01,General Physics II,Bastami,05/14/2025,3:00:00 PM,5:00:00 PM,"Harry J. Schure Hall, Rm. 130",Long Island
Spring 2025,PHYS 180 W02,General Physics II,Lee,05/13/2025,8:15:00 AM,10:15:00 AM,"Anna Rubin Hall, Rm. 316",Long Island
Spring 2025,PHYS 185 M01,General Physics for Pre-Med II,Yu,05/16/2025,10:30:00 AM,12:30:00 PM,"16 W. 61st St., Rm. 624",New York City
Spring 2025,PHYS 185 W01,General Physics for Pre-Med II,Taibu,05/13/2025,8:15:00 AM,10:15:00 AM,"Anna Rubin Hall, Rm. 312",Long Island
Spring 2025,PHYS 185 W02,General Physics for Pre-Med II,Fryshman,05/12/2025,3:00:00 PM,5:00:00 PM,"Anna Rubin Hall, Rm. 306",Long Island
Spring 2025,PHYS 185 W03,General Physics for Pre-Med II,Fryshman,05/14/2025,8:15:00 AM,10:15:00 AM,"Anna Rubin Hall, Rm. 306",Long Island
Spring 2025,PHYS 191 M01,Physics of Sports,Lee,05/14/2025,10:30:00 AM,12:30:00 PM,"16 W. 61st St., Rm. 821",New York City
Spring 2025,PHYS 225 M01,Introduction to Modern Physics,Yu,05/12/2025,8:15:00 AM,10:15:00 AM,"16 W. 61st St., Rm. 821",New York City
Spring 2025,PHYS 225 W02,Introduction to Modern Physics,Ovryn,05/13/2025,3:00:00 PM,5:00:00 PM,"Harry J. Schure Hall, Rm. 228",Long Island
Spring 2025,PHYS 310 M01,Optics,Ovryn,05/13/2025,8:15:00 AM,10:15:00 AM,"26 W. 61st St., Rm. 207",New York City
Spring 2025,PHYS 310 W01,Optics,Ovryn,05/13/2025,8:15:00 AM,10:15:00 AM,"Harry J. Schure Hall, Rm. 220",Long Island
Spring 2025,PHYS 320 M01,Quantum Mechanics I,Bhattacharjee,05/12/2025,12:45:00 PM,2:45:00 PM,"Guiliano Global Ctr., Rm. 409",New York City
Spring 2025,PHYS 320 W01,Quantum Mechanics I,Bhattacharjee,05/12/2025,12:45:00 PM,2:45:00 PM,"Harry J. Schure Hall, Rm. 105",Long Island
Spring 2025,PSYC 101 M01,Introduction to Psychology,Alexander,05/14/2025,8:15:00 AM,10:15:00 AM,"16 W. 61st St., Rm. 624",New York City
Spring 2025,PSYC 101 W01,Introduction to Psychology,Karafantis,05/15/2025,8:15:00 AM,10:15:00 AM,"Anna Rubin Hall, Rm. 308",Long Island
Spring 2025,PSYC 101 W02,Introduction to Psychology,Calma-Roddin,05/14/2025,3:00:00 PM,5:00:00 PM,"Anna Rubin Hall, Rm. 301",Long Island
Spring 2025,PSYC 120 M01,Career Development in Psych,DiMartino,05/15/2025,10:30:00 AM,12:30:00 PM,"16 W. 61st St., Rm. 822",New York City
Spring 2025,PSYC 210 W01,Statistical Analysis,Karafantis,05/14/2025,8:15:00 AM,10:15:00 AM,"Harry J. Schure Hall, Rm. CLC3",Long Island
Spring 2025,PSYC 220 M01,Child Psychology,Silvan-Grau,05/12/2025,8:15:00 AM,10:15:00 AM,"Guiliano Global Ctr., Rm. 405",New York City
Spring 2025,PSYC 221 W01,Human Development,Karahalis,05/12/2025,8:15:00 AM,10:15:00 AM,"Anna Rubin Hall, Rm. 311",Long Island
Spring 2025,PSYC 310 W01,Abnormal Psychology,Lapadula,05/13/2025,8:15:00 AM,10:15:00 AM,"Anna Rubin Hall, Rm. 306",Long Island
Spring 2025,PSYC 330 M01,Comm & Interv Tech,Kouame,05/14/2025,10:30:00 AM,12:30:00 PM,"26 W. 61st St., Rm. 408",New York City
Spring 2025,PSYC 338 M01,Health Psychology,Olmsted,05/12/2025,12:45:00 PM,2:45:00 PM,"16 W. 61st St., Rm. 721",New York City
Spring 2025,PSYC 338 W01,Health Psychology,Karafantis,05/14/2025,10:30:00 AM,12:30:00 PM,"Harry J. Schure Hall, Rm. 228",Long Island
Spring 2025,PSYC 370 M01,Intro Res Methds,DiMartino,05/15/2025,8:15:00 AM,10:15:00 AM,"16 W. 61st St., Rm. 722",New York City
Spring 2025,PSYC 370 W01,Intro Res Methds,Calma-Roddin,05/15/2025,12:45:00 PM,2:45:00 PM,"Harry J. Schure Hall, Rm. CLC4",Long Island
Spring 2025,QANT 201 M01,Statistical Sampling Theory,Iqbal,05/12/2025,12:45:00 PM,2:45:00 PM,Zoom,New York City
Spring 2025,QANT 300 M01,Production & Operations Mgmt,Madu,05/14/2025,3:00:00 PM,5:00:00 PM,"26 W. 61st St., Rm. 504",New York City
Spring 2025,QANT 300 W01,Production & Operations Mgmt,Madan,05/14/2025,3:00:00 PM,5:00:00 PM,"Harry J. Schure Hall, Rm. 206",Long Island
Spring 2025,QANT 405 M01,Management Science,Madu,05/14/2025,10:30:00 AM,12:30:00 PM,"26 W. 61st St., Rm. 504",New York City
Spring 2025,QANT 405 W01,Management Science,Madan,05/12/2025,12:45:00 PM,2:45:00 PM,"Harry J. Schure Hall, Rm. 206",Long Island
Spring 2025,QANT 501 M01,Business Statistics,Kahlon,05/16/2025,7:10:00 PM,8:30:00 PM,"26 W. 61st St., Rm. 504",New York City
Spring 2025,QANT 510 M01,Prod Op Mgmt,Kahlon,05/16/2025,8:30:00 PM,9:50:00 PM,"26 W. 61st St., Rm. 504",New York City
